,y
7261,0
44617,0
31148,1
18687,0
27760,0
31788,0
33777,0
1803,0
8979,0
41565,0
27460,0
14218,0
33686,0
32231,0
16501,0
13386,0
21557,0
38986,0
6032,0
25299,0
6730,0
31758,1
19534,0
6143,0
5693,0
26124,0
26306,0
12444,0
27425,0
205,0
25426,0
42044,1
24658,0
26563,0
2603,0
9985,0
18019,0
30722,0
40977,0
3539,0
27260,0
31411,0
21660,0
25545,0
958,0
5703,0
15928,0
16694,0
17394,0
39552,1
30297,0
41164,1
35521,0
2771,0
36774,0
6802,0
17396,0
25638,0
18660,0
22398,0
32850,0
16767,0
13320,0
10290,0
31076,0
23773,0
8111,0
36422,0
2339,0
29309,0
9510,0
41333,0
31732,0
12403,0
12846,0
36692,1
9334,0
43230,0
25898,0
41657,0
4198,0
14368,0
42915,1
34178,0
14554,0
8119,0
2233,0
39858,0
20434,1
39670,0
40904,1
32256,0
13411,0
12091,0
8068,0
25987,0
39154,1
40696,1
29891,0
26256,0
41747,1
22461,0
43678,1
44949,0
21259,0
1476,0
42609,0
5750,0
9266,0
11630,0
36262,0
4732,0
13108,0
35282,0
15166,0
7439,0
28704,0
50,0
19989,0
16645,0
5014,0
44865,1
34464,0
35702,0
20787,0
23812,0
29920,0
8918,0
8184,0
21147,0
42233,0
27397,0
30593,0
32417,0
28640,0
32670,0
40558,0
20506,0
21794,0
9220,0
1210,0
14612,0
26710,0
33262,1
10979,0
19587,0
39385,0
4225,0
42156,0
25115,0
18263,0
12633,0
38842,0
41988,0
25839,0
9014,0
38059,0
4829,0
4261,0
5029,0
13087,0
36824,0
18796,0
20198,0
24983,0
14624,0
15998,0
34345,0
6453,0
9362,0
35708,0
11142,0
28861,0
21115,0
35573,0
36747,0
34181,0
11872,0
13649,0
42088,1
13254,0
9159,0
7112,0
38560,0
1223,0
42622,0
3626,0
40271,0
36668,0
40451,1
9787,0
3361,0
29109,0
10735,0
15369,0
30861,0
18671,0
39759,0
17319,0
23651,0
23044,0
16915,0
11203,0
44836,0
34660,0
34408,0
16151,0
14309,0
982,0
5025,0
28134,0
24946,0
8729,0
36810,0
24935,0
35075,0
35576,0
24523,0
4753,1
44731,1
37108,0
25298,0
26244,0
43065,1
13345,0
26056,0
29420,0
44156,0
19952,0
29406,0
8262,0
39876,0
40269,0
8397,0
21855,0
15235,0
26526,0
37942,0
2416,0
19745,0
21247,0
34238,0
15097,0
43245,1
414,0
10443,0
17554,0
24149,0
4672,0
10031,0
10812,0
10972,0
42454,0
514,0
16438,0
34724,0
23564,0
14246,0
38758,0
30042,0
42036,1
2122,0
23069,1
33445,0
32664,0
9588,0
8413,0
35098,0
14923,0
40559,1
2860,0
29349,0
4324,0
12323,1
34983,0
40341,0
44440,0
5863,0
34317,1
7901,0
12247,1
28290,0
24891,0
11645,0
30505,0
34991,0
36521,0
9751,0
9340,1
27695,0
32482,0
13895,0
19925,0
40922,0
26261,0
7662,0
27038,0
2630,0
30874,0
18996,0
14502,0
5950,0
43136,0
36194,0
40193,0
28068,0
9545,0
10351,0
8953,0
44998,1
26162,0
12813,0
1665,0
22278,1
15208,0
39941,0
27957,0
11008,0
18086,0
5152,0
22141,0
32239,0
39528,0
32205,0
9260,0
38674,0
1989,0
31770,0
21659,0
13215,0
14830,0
13026,0
30341,0
2439,0
32377,0
20466,0
2418,0
39333,0
19768,0
777,0
27374,0
8174,0
22185,0
11411,0
3935,0
14647,0
41087,0
29171,0
18428,0
18749,0
10733,0
21669,0
26537,0
44174,0
18353,0
8659,0
5017,0
17689,0
33333,0
27264,0
23067,0
26444,0
8801,0
20364,0
43609,1
37649,0
38862,0
30468,0
38586,0
38580,0
2452,0
7400,0
11481,0
41427,1
23334,0
4319,0
43266,0
26349,0
3365,0
3820,0
27962,0
33161,0
41413,0
43798,0
24175,0
36962,0
13292,0
36921,0
32737,0
5066,0
31656,1
19610,0
19533,0
2046,0
29833,0
15912,0
16366,0
35250,0
31774,0
6329,0
41246,1
24856,0
8091,0
28793,0
6125,0
34089,1
41610,1
9625,0
29475,0
4117,0
11253,0
28112,0
38443,0
21420,0
17825,0
38984,0
22160,0
28171,0
23912,0
17932,0
40799,1
7385,0
13445,0
38931,0
13751,0
21274,0
10005,0
20069,0
12178,0
41726,0
33486,0
18478,0
24083,1
15850,0
21511,0
6017,0
21111,0
6649,0
32907,0
25419,0
28255,0
24639,0
28661,1
12401,0
19979,0
5178,0
27745,0
17406,0
13981,0
6592,0
39287,0
41478,0
21175,0
42766,1
10142,0
35956,1
1292,0
12697,0
9604,0
12921,0
25117,0
3976,0
24788,0
1119,0
35000,0
27922,0
23748,0
38928,1
31644,0
9181,0
4863,0
28973,0
10150,0
33189,0
9782,0
16030,0
34111,0
30625,0
1178,0
43788,1
35007,0
41086,0
10282,0
8481,0
32881,0
33513,0
42396,0
26368,0
39719,0
38407,0
5839,0
17834,0
42918,1
20853,0
7110,0
43282,1
43670,1
285,0
24387,0
17810,0
36308,0
34686,0
25424,0
24516,0
38776,0
17857,0
8743,0
34701,0
42328,0
26154,0
522,0
19841,0
3049,0
38988,0
16783,0
11947,0
41552,1
37772,0
4047,0
700,0
37234,0
27044,0
37153,0
1979,0
26455,1
2067,0
35517,0
44528,0
16017,0
43744,0
10078,0
17681,0
29424,0
38782,0
43149,1
22286,0
5921,0
23556,0
3062,0
17545,0
42826,0
7352,0
35399,0
4692,0
3284,0
21844,0
44143,0
23565,0
2920,0
17073,0
39412,1
43393,1
11086,0
1693,0
22748,0
14558,0
30394,0
36020,0
39182,0
28116,0
2755,0
12650,1
27718,0
21026,0
8880,0
2965,0
24941,0
22659,0
2846,0
3756,0
7059,0
17393,0
39733,0
23153,0
23699,0
8956,0
22363,1
13648,0
5232,0
39820,1
20410,1
10936,0
31078,1
22876,0
23426,0
40113,0
38361,0
34127,1
22721,1
33116,0
40299,1
42032,0
44201,1
16759,0
9497,0
7595,0
18871,0
27533,0
9895,0
25548,0
7084,0
1373,0
24095,0
33855,0
11523,0
24526,0
43615,1
39463,0
31477,1
28150,0
29895,1
23545,0
426,0
19440,0
15987,0
13759,1
9615,0
29837,0
152,0
339,0
19869,0
38771,0
36134,0
37377,1
723,0
43324,0
45067,1
8835,0
9414,0
45008,0
19901,0
19486,0
10980,0
3650,0
34611,0
27565,0
29259,0
1858,0
19348,0
39672,1
26931,0
129,1
3664,0
24993,0
31691,0
5352,0
28382,0
35072,0
30751,0
4790,0
3195,0
33409,0
26259,0
11511,0
15510,1
34719,0
17174,0
34235,1
39994,0
14400,0
13152,0
21149,0
42813,0
1235,0
3404,0
38505,0
25616,0
16670,0
19658,0
2502,0
1653,0
42990,0
22882,0
5024,1
21949,0
5244,0
42880,1
9820,0
9822,0
44947,0
26877,0
9459,0
31619,0
22683,0
16997,0
20866,0
675,0
19,0
34395,0
31993,0
23744,0
17601,0
1643,0
16282,0
38734,0
29031,0
19910,0
19992,0
2487,0
15995,0
25844,0
2827,0
24958,0
16133,0
23786,0
44107,0
33994,1
30786,0
13071,0
7117,0
31854,0
27541,1
40274,1
12009,1
9961,1
6061,0
38461,0
10160,0
36516,1
44930,0
2478,0
3801,0
29934,1
6902,0
44982,0
24100,1
35077,0
34475,1
24359,0
18703,0
29874,0
38125,0
7896,0
7650,0
43936,1
11275,0
42226,0
39832,0
24906,0
1983,0
43937,1
6169,0
33042,0
44611,0
10350,0
32277,0
25672,0
31086,1
26252,0
8851,0
28736,0
44005,1
751,0
10275,0
25914,0
33050,0
29588,0
43301,1
39084,0
41038,1
33847,0
12837,0
38339,0
11604,0
22550,0
37289,0
23122,0
2086,0
35532,0
8596,0
11846,1
32643,0
19191,0
23456,0
7933,0
37254,0
32787,0
38228,0
25345,0
22855,0
12866,1
22056,0
42680,1
2364,0
47,0
28465,0
2829,0
14722,0
2500,0
15957,0
40159,0
14578,0
37079,0
11454,0
45195,1
35589,0
15788,0
30421,0
11339,0
26536,0
21936,0
27202,0
19678,0
44503,1
22352,1
14771,0
21144,0
6501,0
41664,0
33454,0
38677,0
19040,0
8754,0
16188,0
21212,1
34378,0
2446,0
22661,0
31045,0
43875,0
39336,0
36616,0
34833,0
28373,0
16807,0
11125,0
17602,0
19934,0
22505,0
7162,0
44406,1
37026,0
11634,0
18888,0
36895,0
8100,0
10110,0
25364,0
15640,0
37239,0
12608,0
27132,0
34415,0
15468,0
2913,0
7129,0
6371,0
17427,0
24331,0
1735,0
31953,0
17539,0
14231,0
18944,0
42159,0
14956,0
14670,0
7391,0
25321,0
41796,1
43908,0
22126,0
36839,0
40342,1
39032,0
28642,0
1025,0
8885,0
42936,1
16075,0
15205,0
34106,0
13371,0
39340,1
8340,1
26736,0
40879,1
39259,0
16630,0
43833,0
11789,0
32125,0
8550,0
37196,0
17343,0
18084,0
1952,0
41347,0
38902,0
17983,0
35604,0
28848,0
1984,0
35565,0
15322,0
28711,0
10874,0
25436,0
17431,0
44765,1
37684,0
45047,0
1783,0
62,0
16389,0
32150,0
44399,1
3463,0
17765,0
29983,0
36675,0
15701,0
32794,0
18533,0
5464,0
5854,0
16313,0
3666,0
41360,1
34186,1
16994,0
15683,0
31444,0
29540,0
2271,0
18267,0
11081,0
28965,1
15878,0
36976,0
34929,0
43575,1
42962,1
24673,0
11728,0
33942,0
30405,0
14016,0
33790,1
24980,0
37104,0
6545,0
23924,0
4222,0
26157,0
1941,0
12395,0
5911,0
8329,0
3450,0
25924,0
5894,0
31856,1
39328,0
16429,0
40368,0
21593,0
1946,0
32158,0
22968,0
13185,0
29630,0
14718,0
20915,0
17939,0
413,0
44925,0
9369,0
25044,0
20316,1
15695,0
32210,0
20343,0
4882,0
21728,0
8466,0
14866,0
7387,0
37361,0
42195,1
31630,1
41310,1
7798,0
32738,0
20686,0
26106,0
2288,0
40805,0
37894,0
6303,0
13499,0
38634,0
21711,0
40246,0
39335,0
27830,0
17376,0
8055,0
17912,1
9765,0
43260,1
20358,0
32638,0
35531,0
29444,0
19023,0
45034,0
2118,0
35899,0
19986,0
14075,0
34825,0
1130,0
30260,0
35386,0
43771,1
17805,0
22242,0
43045,0
1621,0
5399,0
11721,0
18229,0
5443,0
37028,0
7179,0
31304,0
11725,1
24684,0
27587,0
22009,0
43277,0
11492,0
30401,0
1486,0
5622,0
15068,0
20912,0
22979,0
1238,0
44786,1
27005,0
9911,0
6111,0
36287,1
42416,0
32504,0
15587,0
38326,1
6126,0
11542,0
37672,0
4930,0
37218,0
30130,0
25416,0
25550,0
42803,1
37647,0
36089,0
8616,0
34903,0
12418,0
33164,0
6969,0
5248,0
6661,0
31459,0
37643,0
33506,0
17938,0
12305,0
8677,0
28438,0
16462,0
17704,0
15307,0
8003,0
32144,1
6078,0
40593,0
27965,0
21330,0
6469,0
37918,0
8332,0
14688,0
9562,0
22978,0
6245,0
40948,1
15328,0
38254,0
26168,0
23499,0
28008,0
10962,0
29659,0
5618,0
19340,0
36583,1
38248,1
13498,0
31267,0
24528,0
41081,0
43494,0
17757,0
16979,0
2749,0
25032,0
30944,0
18949,0
6107,0
24713,0
27201,0
36362,0
24601,0
24135,0
2802,0
33559,0
44871,1
38618,0
18443,0
14882,1
14964,0
21112,0
25922,0
21476,0
33395,0
9603,0
12938,0
27494,0
17659,0
32091,0
21241,0
26283,0
26220,0
33202,0
37902,0
15019,0
26263,0
24314,0
29437,0
8750,0
38479,0
932,0
11168,0
10406,0
33245,0
41125,1
32471,1
37919,1
15604,0
38187,0
23230,0
42294,1
19966,0
25800,0
35050,0
34145,1
31047,1
40897,0
40019,1
33604,0
28816,1
11028,0
25682,0
19509,0
35070,0
11067,0
15800,0
2674,0
20186,0
9727,0
40921,0
26003,0
12672,0
21388,0
41024,0
27206,0
19003,0
38628,1
14838,0
2636,0
58,0
473,0
10858,0
36548,0
40554,0
24077,1
5440,0
5992,0
36106,0
15337,0
35866,0
44338,1
21753,0
43342,0
9975,0
12561,0
9742,0
36700,0
16449,0
6959,0
43202,0
1293,0
44333,0
4897,1
31426,0
16378,0
44507,0
32251,0
30806,1
5168,0
15306,0
22734,0
14034,0
42402,0
40027,0
35735,0
12400,0
18187,0
15498,0
41957,1
18156,0
42594,0
25173,0
5281,0
22353,0
38939,0
40574,1
36896,0
34680,0
44747,1
35227,0
40863,1
5252,0
40238,0
5526,0
17049,0
28233,0
18006,0
16016,0
8587,0
7019,0
14984,0
26520,0
11332,0
22841,0
27819,0
6268,0
1002,0
32769,0
26250,1
39355,0
31541,0
42761,0
33930,1
6725,0
10147,1
9919,0
12345,0
36854,0
38741,0
31638,0
25978,0
35454,1
14327,0
40052,0
34928,0
30784,0
27254,0
38622,0
39916,0
22730,0
35318,0
14857,0
4683,0
15225,0
28931,1
11388,0
5935,0
44444,1
2954,0
33789,0
21629,0
23354,0
2737,0
42679,0
28837,0
26902,0
16290,0
41101,1
8293,0
28350,0
28229,0
37444,0
3040,0
36375,0
19246,0
4437,0
5108,0
21058,0
23858,0
27057,0
34190,0
23132,0
26434,1
8131,0
37241,0
653,0
33489,0
30680,0
38587,0
21014,0
16153,0
33235,0
24814,0
3546,0
36916,0
14100,0
17102,0
34644,0
44327,1
26836,0
37267,0
35978,0
32329,0
9764,0
33095,0
10475,0
22527,0
44563,0
2821,1
18410,1
14092,0
42386,1
27204,0
22998,0
2164,0
31344,0
5282,0
22493,0
42887,0
18945,0
35197,0
28199,0
7091,0
28045,0
5240,0
19733,0
9096,0
15572,0
17902,0
16570,0
35718,0
36295,0
17142,0
1853,0
29952,0
2163,0
4364,0
39408,0
1250,0
19213,0
43869,0
10920,0
8820,0
10071,0
3967,0
34821,0
40961,1
16266,0
10120,0
7143,0
4985,0
35694,0
16144,0
28346,0
24481,0
21878,0
44109,0
36608,0
3657,0
14789,0
40609,1
31333,1
35259,1
1561,0
22302,0
37711,1
8987,0
5093,0
43544,1
40510,0
34118,0
9135,0
6968,0
26777,0
25293,0
43478,1
21319,0
20246,0
34813,0
2927,0
33950,0
24964,0
13388,0
16637,1
8964,0
44607,0
3409,0
23024,0
34763,0
4000,0
33266,0
32840,0
34110,0
29626,0
938,0
26678,0
44649,0
33449,0
13604,0
29967,0
2241,0
4311,0
26735,0
2589,0
29988,0
31570,0
40167,0
5148,0
12721,0
42398,1
6300,0
43171,0
34316,1
13230,0
40925,1
10201,0
31604,1
42504,1
37995,0
4722,0
16071,0
30791,0
458,0
29550,0
12769,0
29826,0
2555,0
11791,0
29458,0
39483,0
36843,0
44818,0
25476,0
22148,0
9233,0
11091,0
21956,0
16940,0
4390,0
27037,0
15493,0
2553,0
44585,0
11372,0
20228,1
10122,0
9866,0
40053,1
3858,0
42461,1
31077,1
24141,1
19866,0
13485,0
41076,0
1010,0
35627,0
15945,0
5365,0
1505,0
40988,0
31952,0
28152,0
24968,0
22708,0
5467,0
22939,0
38073,0
33928,1
35942,0
934,0
19288,0
39582,1
37230,0
37843,0
23596,0
44394,0
41790,0
1343,0
16316,0
8711,0
24951,0
774,0
32018,0
17018,0
14864,0
25551,0
3087,0
17537,0
19343,0
38513,0
12477,0
10248,0
27608,0
22994,0
16859,0
923,0
23114,0
17753,0
39578,0
44317,1
32983,0
28910,0
43327,0
6008,0
25868,0
43919,0
2504,0
21153,0
40578,0
33265,0
36649,0
8391,0
29649,0
41429,0
25760,0
24986,0
34906,0
20104,0
28200,0
34416,0
40600,0
7619,0
25217,0
31060,1
23102,0
25945,0
13880,0
16565,0
44150,1
11505,0
23674,0
17763,0
18012,0
17625,0
6337,1
2234,0
12357,1
21542,0
34373,0
36356,0
33278,0
39106,1
2394,0
44918,0
17478,0
5920,0
36377,0
44384,0
43949,1
5771,0
18825,0
19706,0
20552,0
31960,1
16294,0
22074,0
20135,0
26271,0
10668,0
7774,0
1327,0
11731,0
6615,0
24196,0
22125,0
19474,0
3277,0
19135,0
30511,0
15724,0
8296,0
8085,0
26691,0
26253,0
500,0
14976,0
35668,0
3675,0
2335,0
35548,0
38595,0
20254,0
35118,1
11467,0
9888,1
38005,1
5163,0
4186,0
5477,0
21834,0
16244,0
14814,0
12927,0
16657,0
518,0
7161,0
34431,0
21205,1
6362,0
39446,0
19734,0
26599,0
2358,0
22416,0
7344,0
25031,0
23387,0
6656,0
17326,0
12686,1
42113,0
26861,0
19848,0
33520,0
30327,0
13495,0
26726,0
4967,0
4350,0
11043,0
40411,1
35101,0
35280,0
41881,0
24820,0
33964,0
17599,0
11373,0
13076,0
1085,0
8497,0
17129,0
25995,0
6220,0
25252,0
41892,0
35198,0
15521,0
39716,0
19433,0
37461,0
45093,1
27971,0
38492,1
30133,0
39962,0
44202,0
1769,0
38660,0
3709,0
21265,0
19177,0
16142,0
23077,0
7628,0
43263,1
31951,0
1499,0
19951,0
23056,0
43809,0
34370,0
27851,0
41665,0
21269,0
28312,0
21307,0
1176,0
43298,1
43112,0
33528,0
28516,0
33915,1
1825,0
27769,0
35459,0
3905,0
8069,0
31245,0
15652,0
160,0
30309,0
37298,0
29194,1
22067,0
22156,0
30194,0
39086,1
18096,0
2216,0
6331,0
2996,0
28384,0
38875,0
31764,1
398,0
30205,0
2945,0
35158,0
27387,0
36973,0
30759,0
20460,0
37826,0
44235,0
4017,0
10308,0
12946,0
39382,0
14881,0
25508,0
32878,0
17697,1
36368,0
42354,0
13574,0
24426,0
27815,0
22336,0
6177,0
25776,0
33431,1
15908,0
25485,0
16838,0
26856,0
38724,0
26316,0
16764,0
40789,0
15433,0
40130,1
36559,1
32867,0
25127,0
43917,0
6608,0
9909,0
22918,0
26428,0
15651,0
366,0
24207,0
18915,0
23959,0
34283,0
14972,0
38684,0
30197,0
18279,0
34811,0
5205,0
28674,0
4671,0
42259,1
5968,0
40882,0
41018,0
24224,0
7585,0
14413,0
5097,0
18077,0
13712,0
35529,0
34420,0
28496,0
20681,1
21003,0
27478,0
22176,0
12127,0
22189,0
13132,0
23548,0
34113,1
2665,0
35081,0
41277,0
16930,0
21211,0
36927,0
30392,0
16843,0
10217,1
2137,0
6960,0
164,0
28444,0
23138,0
41779,0
39660,0
41177,0
43983,0
43861,1
32004,0
40541,0
1852,0
24691,0
30930,0
39744,0
3743,0
42868,0
16125,0
10665,0
34047,1
36343,0
7864,0
44002,0
4788,0
23485,0
26299,0
16643,0
26941,0
32853,0
25894,0
4475,0
8263,0
10613,0
22444,0
10725,0
12281,0
12574,0
35557,0
31337,1
31183,1
8768,0
933,0
4356,0
13407,0
28903,1
32050,1
37551,0
11689,0
13665,0
24299,0
16341,0
30354,0
14535,0
33194,0
26601,0
42768,0
38098,0
5644,0
16243,0
15267,0
22324,0
31540,0
15558,0
11068,0
8264,0
34417,0
1037,0
21865,0
27296,0
4849,0
22389,0
32610,0
29563,0
19746,0
4416,1
3248,0
44232,1
11157,0
15140,0
37045,0
43174,1
42452,0
17341,0
34580,0
37664,0
27663,0
36618,0
24320,0
5002,0
36585,0
34443,0
19483,0
23931,0
42825,1
33692,1
39571,0
36456,0
36430,0
28429,0
27289,0
26878,0
13194,0
13782,0
31352,1
8687,0
43140,0
14994,0
9041,0
13639,0
39043,0
16213,0
23048,0
12176,0
7324,1
14613,0
30991,0
11172,0
43491,0
41617,1
21837,0
38065,0
28858,0
31990,0
6508,0
29445,0
14618,0
26579,1
26008,0
21575,0
43447,0
8368,0
31963,0
25925,1
39303,0
27487,0
23246,0
17101,0
3937,0
10178,0
31252,0
45169,0
27439,0
4909,0
8045,0
22736,0
16693,0
12705,0
11752,0
28991,0
3047,0
22590,0
10256,0
7767,1
44892,0
20309,0
39315,0
44366,0
35723,0
43224,0
7079,0
22345,0
26432,0
7892,0
22470,0
28586,0
19395,0
42638,0
24412,0
17340,0
8730,0
36324,0
17528,0
14805,0
39696,0
15638,0
12310,0
5907,0
468,0
13015,0
37034,0
26574,0
22494,0
15851,0
4258,0
42557,1
42572,1
17006,0
29162,0
1310,0
14110,0
44788,1
1716,0
32527,0
39910,1
22298,0
3252,0
14285,0
35518,0
43701,1
28139,0
32069,1
7675,0
12059,0
33420,0
18376,0
15969,0
29828,1
43617,0
1473,0
8760,1
34197,1
42437,0
32484,0
22355,0
10403,1
19218,0
23722,0
5860,0
23409,0
41391,1
25713,0
2656,0
19867,0
29153,0
13959,0
8701,0
38121,0
2657,0
29549,0
5520,0
43933,1
38582,0
26277,0
3527,0
12402,0
33123,0
10029,0
18265,0
17250,0
14622,0
34099,0
42873,1
21657,0
9236,0
10784,0
12136,0
25574,0
14988,0
40183,1
24231,0
18768,0
22317,0
17172,0
2596,0
33699,1
31799,1
4798,0
13417,0
20877,0
13339,0
26811,0
16766,0
16746,0
24360,0
38242,0
43611,0
8726,0
44693,0
14689,0
43467,1
19422,0
5539,0
13252,0
44197,1
600,0
18476,0
25457,1
23825,0
7506,0
10428,0
28678,0
31844,0
23580,0
20454,1
22200,0
14323,0
10386,0
184,0
4353,0
43927,0
23543,0
22459,0
14097,0
24210,0
15158,0
44154,0
40996,0
43398,1
25154,0
25205,0
39413,0
2427,0
44827,1
41741,0
37082,0
42262,0
21312,0
27310,0
42732,0
17216,0
23452,0
40364,0
14712,0
31917,0
5387,0
39108,0
20707,0
28972,0
29249,1
2652,0
6019,0
32960,0
33062,0
41465,1
18674,0
8532,0
6475,0
25928,0
13694,0
113,0
35013,0
472,0
36597,0
4682,1
32257,0
29814,0
44318,1
38893,0
39521,1
40615,1
12480,0
23750,0
33354,0
10359,0
10121,0
20516,0
29584,0
848,0
5051,0
11822,0
39801,0
29493,1
1528,0
15823,1
23049,0
24972,0
3774,0
29712,0
19146,0
40846,0
5369,0
44426,1
19924,1
2025,0
16524,0
29729,0
39625,0
14739,0
38284,0
18088,0
20325,0
31084,1
31802,1
28646,0
12940,0
7118,0
41406,0
8104,0
28105,0
14434,0
29351,0
18973,0
34269,0
35860,0
26679,0
40083,1
6560,0
38424,0
40400,0
3007,0
20386,1
41658,1
39349,0
6568,0
43296,1
34577,0
11108,0
11482,0
37805,0
35271,0
425,0
14755,0
40234,0
10631,0
44365,0
21658,0
15137,0
29970,0
32077,0
4694,0
37450,0
5318,0
41130,0
23208,0
18920,0
20753,0
20767,0
34632,0
41113,0
16495,0
32532,0
7017,0
34016,0
4112,0
3767,0
39414,0
40273,0
24621,0
21750,0
26425,0
14229,0
28250,0
25107,0
4800,0
5237,0
34083,1
42018,0
13585,0
3912,0
40090,0
9582,0
15160,0
13984,0
39874,1
42494,0
33945,0
40868,1
8702,0
44499,1
17042,0
3124,0
23950,0
7664,0
25857,0
19623,0
22609,0
10592,0
38683,0
9307,0
32699,0
37870,1
4252,0
13221,0
7695,0
24965,0
18488,0
26061,0
44614,1
39626,0
16317,0
35266,0
30514,0
34234,1
16007,0
17664,0
31112,0
13525,0
32287,0
20693,0
35840,0
40814,0
23624,0
9903,0
18521,0
3119,0
40138,1
26054,0
45155,1
770,0
42981,1
27500,0
8492,0
10759,0
44403,1
9056,0
10043,0
28908,0
37189,0
32347,0
26312,0
32124,0
35415,0
26991,0
20556,0
6997,0
42301,0
8832,1
28865,0
4133,0
4623,0
15756,0
16955,0
23165,0
25373,0
22784,0
33621,0
13497,0
37329,0
29056,0
40309,0
5383,0
5317,0
21848,0
12422,0
12497,0
40293,0
28547,0
43221,1
42941,1
27134,0
13260,1
39505,0
38693,0
42708,0
11291,0
35903,0
9433,0
36809,1
15831,0
15786,0
33036,0
26235,0
18184,0
25349,0
6836,0
29423,0
17446,0
10158,0
7689,0
2629,0
7701,0
30489,0
45094,1
4817,0
20277,0
26559,0
36472,0
42426,0
32675,0
4523,0
27383,0
16834,0
43097,0
25313,0
21189,0
34241,1
28849,0
31236,0
2543,0
21012,0
35776,0
33012,0
10469,0
34548,0
42746,0
25012,0
36711,0
16673,1
15947,1
998,0
33677,0
35949,0
21409,0
23553,0
31693,0
7363,0
7171,0
18107,0
29370,0
12200,0
28426,0
17389,0
29961,1
4769,0
30277,0
27837,0
4282,0
23598,0
37617,0
4534,0
16691,0
19496,0
12945,0
10109,1
30083,0
23930,0
20981,0
23438,0
9750,0
27983,0
8471,0
38785,0
17814,0
8354,0
21816,0
38267,0
30253,0
2379,0
35926,0
17550,0
17071,0
111,0
30244,0
43289,0
14012,0
24742,0
23723,0
3893,0
30979,0
8990,0
19800,0
9390,0
28909,0
3978,0
3547,0
4404,0
7395,0
11397,0
1374,0
26695,0
45098,0
30743,0
9967,0
22553,0
4316,0
36117,0
4879,0
25056,0
6653,0
32430,0
2661,0
8349,0
5704,0
7122,0
23418,0
27399,0
371,0
23351,0
3789,0
14655,0
33870,1
41363,1
9470,0
15583,0
31418,1
6261,0
32993,0
15566,0
23999,0
35030,1
39111,0
38307,0
5944,0
35698,0
29670,0
34570,0
40012,1
32062,0
14589,0
25771,0
17037,0
14883,0
34657,0
44522,1
14623,0
7336,0
21368,0
28656,0
44570,1
22617,0
43696,1
24507,0
37860,0
31164,0
36617,1
10433,0
3652,0
27549,0
25847,0
23810,0
3685,0
27032,0
19547,0
10273,0
29529,0
39042,0
2481,0
13792,0
17491,0
34071,1
6905,0
36211,0
38901,0
7534,0
36206,0
23718,0
9049,1
25421,0
18645,0
1602,0
20523,1
21543,0
11252,1
37303,0
27370,0
40812,1
14376,0
41349,0
36816,0
44424,1
36703,0
318,0
32945,0
34542,0
9463,0
8002,0
4313,1
9842,0
7123,1
13551,0
42595,1
7466,0
33742,1
34018,1
43369,0
22213,0
19689,0
7070,0
2371,0
42293,0
36768,0
24268,0
29552,0
35761,0
8824,0
15136,0
10115,0
12551,0
24899,0
15935,0
12079,0
1824,0
30233,0
84,0
30046,0
10500,0
19801,0
3852,0
28530,0
16751,0
26968,1
22436,0
41286,1
36898,0
10434,0
35551,0
35617,0
3608,0
15593,0
27475,0
40277,1
6155,0
23521,0
1320,0
38347,0
10570,0
40784,0
37874,0
21770,0
5819,0
37388,0
36492,0
39350,0
18335,0
39822,0
8362,0
31888,0
16844,0
17532,0
8488,0
15484,0
551,0
7278,0
20865,0
29542,0
14470,0
24990,0
21724,0
2803,0
35940,0
149,0
19458,0
34250,0
8686,0
94,0
24025,0
35446,0
37086,0
914,0
35262,0
14850,0
38336,0
4767,0
34355,0
19944,0
17885,0
22756,0
35514,0
31073,1
14397,0
594,0
4886,0
30497,0
10635,0
42331,0
34820,0
34155,0
7875,0
39594,0
4178,0
37012,0
30966,0
11550,0
44730,0
12335,0
39360,1
22589,0
37566,0
33068,0
19168,0
41515,1
29492,0
35100,0
10123,0
4902,0
18388,0
32679,1
35582,0
21535,0
31461,0
23683,0
21958,0
1967,0
44249,1
9378,0
43687,0
45088,0
1634,0
31618,0
23801,0
43212,0
19080,0
26209,0
16622,0
27910,0
40828,1
19426,0
9673,0
39302,0
22643,0
17315,0
26090,0
28766,0
16832,0
20480,0
42132,1
10332,0
31446,1
21075,0
30415,0
22284,0
10034,0
14765,0
31546,0
13624,0
17721,0
9226,0
5151,0
15119,0
19655,0
10524,0
19077,0
18103,0
41902,1
33523,0
40015,0
35880,0
6039,0
8525,0
31944,0
13068,0
32628,0
20244,0
17567,0
24522,0
23918,0
40232,0
12092,0
14245,0
16012,0
26473,0
29377,0
10909,0
21654,0
26480,0
24908,0
38434,1
23980,0
6257,0
14337,0
19333,0
27442,0
40676,1
24893,0
15057,0
31357,0
3601,0
2818,0
35091,0
950,0
5364,0
29745,0
36454,0
24824,0
5482,0
31177,0
31918,0
24396,0
37605,0
6387,0
33647,0
15173,0
43876,0
38709,0
37705,0
13249,0
18323,0
22848,0
22653,0
21544,0
28321,0
29048,0
15467,0
42178,1
37855,0
30519,0
18452,0
33751,1
14050,0
29207,0
43465,1
7318,0
1965,0
21700,0
987,0
24215,0
43102,1
18414,0
25192,0
44580,1
9359,0
34908,1
13557,0
11763,0
27537,0
4965,0
4128,0
39138,0
21641,0
7683,0
36064,0
30648,0
2929,1
15500,0
24568,0
37776,0
43507,1
